Karcher reference,Store_Type,Solution_Type,Store_Size_SQFT,Productivity_SQ_F_PerHour,Cost_Per_Hour_Labour_Only,Address 1,Address 2,Town ,Postcode,location,latitude,longitude,Total_Cleaning_Hours,Cleaning_cost_per_store,Demand,Priority_Level,Resource_Type,Estimated_Service_Time_Hours
1832215881,Convenience Store ,Mobile Solution,3971,1400,£13.77,21-23 Main Street,,West Linton,EH46 7EE,EH46 7EE,55.7514652,-3.3554248,2.142857143,£29.51,4,Low,Mobile+Robots,4.220071428571429
1832191569,Convenience Store ,Mobile Solution,3017,1400,£13.77,25 Westmain Street,,Whitburn,EH47 0QB,EH47 0QB,55.8664202,-3.6855684,2.142857143,£29.51,5,High,Mobile+Robots,3.4705
1832254423,Convenience Store ,Mobile Solution,8415,1400,£13.77,Craigshill Shopping Centre,The Mall,Livingston,EH54 5DZ,EH54 5DZ,55.8973279,-3.4960465,2.142857143,£29.51,4,Low,Fixed,7.711785714285716
1832272996,Convenience Store ,Mobile Solution,3415,1400,£13.77,Newyearfield,,Livingston,EH54 6AB,EH54 6AB,55.8990844,-3.5322916,2.142857143,£29.51,8,Medium,Mobile+Robots,3.783214285714286
1832260137,Convenience Store ,Mobile Solution,4096,1400,£13.77,3 Follyburn Place,Eliburn,Livingston,EH54 6BF,EH54 6BF,55.8937007,-3.5410504,2.142857143,£29.51,6,Low,Mobile+Robots,4.3182857142857145
1832254445,Convenience Store ,Mobile Solution,2609,1400,£13.77,Howden West Road,,Livingston,EH54 6PP,EH54 6PP,55.8918839,-3.5230851,2.142857143,£29.51,6,Medium,Mobile,3.1499285714285716
1832203140,Convenience Store ,Mobile Solution,1717,1400,£13.77,Bankton Retail Centre,Murieston,Livingston,EH54 9DA,EH54 9DA,55.8721115,-3.5006705,2.142857143,£29.51,8,High,Mobile,2.4490714285714286
1832187402,Convenience Store ,Mobile Solution,4561,1400,£13.77,8 Macdonald Road,,Edinburgh,EH7 4LU,EH7 4LU,55.961579,-3.1816068,2.142857143,£29.51,7,Medium,Mobile+Robots,4.683642857142857
1832254401,Convenience Store ,Mobile Solution,7782,1400,£13.77,South Clerk Street,,Edinburgh,EH8 9NZ,EH8 9NZ,55.940495,-3.1802121,2.142857143,£29.51,8,High,Fixed,7.214428571428572
1832221518,Convenience Store ,Mobile Solution,2048,1400,£13.77,23 Station Road,Cuffley,Potters Bar,EN6 4HX,EN6 4HX,51.7081473,-0.1119826,2.142857143,£29.51,2,Low,Mobile,2.709142857142857
1832230236,Convenience Store ,Mobile Solution,9307,1400,£13.77,59-61 High Street,,Potters Bar,EN6 5AS,EN6 5AS,51.6947389,-0.1767722,2.142857143,£29.51,9,High,Fixed,8.412642857142858
1832187405,Convenience Store ,Mobile Solution,8905,1400,£13.77,696 Goffs Lane,Goffs Oak,Waltham Cross,EN7 5ET,EN7 5ET,51.710107,-0.0858462,2.142857143,£29.51,1,Low,Fixed,8.096785714285716
1832196162,Convenience Store ,Mobile Solution,6578,1400,£13.77,9 High Street,Cheshunt,Waltham Cross,EN8 0BX,EN8 0BX,51.708553,-0.0373788,2.142857143,£29.51,8,Low,Mobile+Robots,6.268428571428572
1832221514,Convenience Store ,Mobile Solution,2620,1400,£13.77,136-138 Church Lane,Cheshunt,Waltham Cross,EN8 0EA,EN8 0EA,51.7090276,-0.0469838,2.142857143,£29.51,4,Medium,Mobile,3.158571428571429
1832203213,Convenience Store ,Mobile Solution,7548,1400,£13.77,7-9 Sun Street,,Waltham Abbey,EN9 1ER,EN9 1ER,51.6867357,-0.0015753,2.142857143,£29.51,4,Medium,Fixed,7.030571428571429
1832211560,Convenience Store ,Mobile Solution,8381,1400,£13.77,113-117 Upshire Road,Upshire,Waltham Abbey,EN9 3PE,EN9 3PE,51.6893285,0.0313096,2.142857143,£29.51,5,Medium,Fixed,7.685071428571429
1832218630,Convenience Store ,Mobile Solution,5780,1400,£13.77,44 Tullibody Road,,Alloa,FK10 2LX,FK10 2LX,56.1207507,-3.7990655,2.142857143,£29.51,8,Medium,Mobile+Robots,5.641428571428572
1832225888,Convenience Store ,Mobile Solution,4792,1400,£13.77,26 Ochil Street,Tullibody,Alloa,FK10 2PT,FK10 2PT,56.1345308,-3.8372208,2.142857143,£29.51,5,High,Mobile+Robots,4.8651428571428585
1832221516,Convenience Store ,Mobile Solution,3941,1400,£13.77,23-25 Main Street,Clackmannan,Alloa,FK10 4JA,FK10 4JA,56.1073052,-3.7511122,2.142857143,£29.51,8,High,Mobile+Robots,4.1965
1832215871,Convenience Store ,Mobile Solution,6695,1400,£13.77,25 High Street,,Alloa,FK10 4RJ,FK10 4RJ,56.0686857,-3.7183555,2.142857143,£29.51,1,High,Mobile+Robots,6.3603571428571435
1832218632,Convenience Store ,Mobile Solution,7401,1400,£13.77,70 Stirling Street,,Alva,FK12 5EA,FK12 5EA,56.1532352,-3.7996828,2.142857143,£29.51,9,Low,Fixed,6.915071428571428
1832226738,Convenience Store ,Mobile Solution,7197,1400,£13.77,74 High Street,,Tillicoultry,FK13 6AB,FK13 6AB,56.1537282,-3.745915,2.142857143,£29.51,6,High,Fixed,6.754785714285715
1832200915,Convenience Store ,Mobile Solution,6450,1400,£13.77,43-47 Bridge Street,,Dollar,FK14 7DG,FK14 7DG,56.1625873,-3.6739153,2.142857143,£29.51,3,High,Mobile+Robots,6.167857142857143
1832273030,Convenience Store ,Mobile Solution,9975,1400,£13.77,79-81 High Street,,Dunlane,FK15 0ER,FK15 0ER,56.188647,-3.9633475,2.142857143,£29.51,8,High,Fixed,8.9375
1832228136,Convenience Store ,Mobile Solution,9432,1400,£13.77,Castehill Court,,Doune,FK16 6BT,FK16 6BT,56.1884806,-4.0510557,2.142857143,£29.51,9,Medium,Fixed,8.510857142857144
1832206974,Convenience Store ,Mobile Solution,6874,1400,£13.77,124 Main Street,,Callander,FK17 8BG,FK17 8BG,56.2424048,-4.2098381,2.142857143,£29.51,6,High,Mobile+Robots,6.501
1832260123,Convenience Store ,Mobile Solution,2553,1400,£13.77,Main Street,,Killin,FK21 8UT,FK21 8UT,56.4656108,-4.3184435,2.142857143,£29.51,7,Low,Mobile,3.1059285714285716
1832236651,Convenience Store ,Mobile Solution,2012,1400,£13.77,1 Ronades Road,New Carron Village,Falkirk,FK2 7TA,FK2 7TA,56.0156154,-3.7927473,2.142857143,£29.51,1,Medium,Mobile,2.6808571428571426
1832203092,Convenience Store ,Mobile Solution,9378,1400,£13.77,76 Mary Street,Laurieston,Falkirk,FK2 9PS,FK2 9PS,55.9959379,-3.7475468,2.142857143,£29.51,5,Low,Fixed,8.468428571428571
1832215885,Convenience Store ,Mobile Solution,2881,1400,£13.77,Pike Road,Wallace Park,Stirling,FK7 7XJ,FK7 7XJ,56.1003326,-3.9138458,2.142857143,£29.51,5,High,Mobile,3.3636428571428576
1832226695,Convenience Store ,Mobile Solution,7799,1400,£13.77,The Brae,Cambusbarron,Stirling,FK7 9LE,FK7 9LE,56.1101231,-3.9684339,2.142857143,£29.51,4,Medium,Fixed,7.227785714285715
1832196773,Convenience Store ,Mobile Solution,5586,1400,£13.77,Main Street,Aberfoyle,Stirling,FK8 3UG,FK8 3UG,56.1787029,-4.3831063,2.142857143,£29.51,6,Low,Mobile+Robots,5.489000000000001
1832254435,Convenience Store ,Mobile Solution,9622,1400,£13.77,12 Fountain Road,Bridge of Allan,Stirling,FK9 4ET,FK9 4ET,56.1539437,-3.9460651,2.142857143,£29.51,7,High,Fixed,8.660142857142858
1832221539,Convenience Store ,Mobile Solution,9430,1400,£13.77,5 Alloa Road,Causewayhead,Stirling,FK9 5LH,FK9 5LH,56.1384023,-3.9223514,2.142857143,£29.51,9,Low,Fixed,8.509285714285715
1832254373,Convenience Store ,Mobile Solution,7447,1400,£13.77,9-19 Abingdon Street,,Blackpool,FY1 1DG,FY1 1DG,53.8183326,-3.0522647,2.142857143,£29.51,1,Low,Fixed,6.951214285714286
1832203225,Convenience Store ,Mobile Solution,3345,1400,£13.77,35 Warley Road,,Blackpool,FY1 2AG,FY1 2AG,53.8304938,-3.0532833,2.142857143,£29.51,6,Low,Mobile+Robots,3.728214285714286
1832220818,Convenience Store ,Mobile Solution,1075,1400,£13.77,15-21 Layton Road,Layton,Blackpool,FY3 8EA,FY3 8EA,53.8270339,-3.0315611,2.142857143,£29.51,7,High,Mobile,1.9446428571428573
1832215889,Convenience Store ,Mobile Solution,6877,1400,£13.77,303 Fleetwood Road North,,Thornton-Cleveleys,FY5 4LF,FY5 4LF,53.8850813,-3.0134385,2.142857143,£29.51,3,High,Mobile+Robots,6.503357142857143
1832193582,Convenience Store ,Mobile Solution,7785,1400,£13.77,30-36 Lancaster Road,Knott End,Poulton-le-Fylde,FY6 0AU,FY6 0AU,53.9280014,-2.9861665,2.142857143,£29.51,8,Low,Fixed,7.216785714285715
1832243963,Convenience Store ,Mobile Solution,5922,1400,£13.77,Sandy Lane,Preesall,Poulton-le-Fylde,FY6 0EJ,FY6 0EJ,53.9240587,-2.9692619,2.142857143,£29.51,5,Medium,Mobile+Robots,5.753000000000001
1832254421,Convenience Store ,Mobile Solution,9090,1400,£13.77,40 Larkholme Parade,,Fleetwood,FY7 8NE,FY7 8NE,53.9076539,-3.0434092,2.142857143,£29.51,9,Medium,Fixed,8.242142857142857
1832253087,Convenience Store ,Mobile Solution,3330,1400,£13.77,99 Headroomgate Road,,Lytham St. Annes,FY8 3BG,FY8 3BG,53.761972,-3.0236718,2.142857143,£29.51,5,High,Mobile+Robots,3.7164285714285716
1832187374,Convenience Store ,Mobile Solution,5686,1400,£13.77,38-40 Woodlands Road,,Lytham St. Annes,FY8 4ER,FY8 4ER,53.7430448,-2.9912945,2.142857143,£29.51,9,High,Mobile+Robots,5.567571428571429
1832232591,Convenience Store ,Mobile Solution,2902,1400,£13.77,Broomhill Shopping Centre,,Glasgow,G11 7BN,G11 7BN,55.8761389,-4.3239351,2.142857143,£29.51,4,High,Mobile,3.3801428571428573
1832200921,Convenience Store ,Mobile Solution,5670,1400,£13.77,470 Great Western Road,,Glasgow,G12 8EW,G12 8EW,55.8755327,-4.2816359,2.142857143,£29.51,9,High,Mobile+Robots,5.555000000000001
1832219912,Convenience Store ,Mobile Solution,8143,1400,£13.77,269 Alderman Road,,Glasgow,G13 3AY,G13 3AY,55.8905221,-4.3582527,2.142857143,£29.51,5,High,Fixed,7.498071428571429
1832254439,Convenience Store ,Mobile Solution,3059,1400,£13.77,132 Union Street,,Glasgow,G1 3QQ,G1 3QQ,55.8601355,-4.2566766,2.142857143,£29.51,9,Medium,Mobile+Robots,3.5035000000000003
1832216753,Convenience Store ,Mobile Solution,1140,1400,£13.77,219-223 Wallacewell Road,Balornock,Glasgow,G21 3PR,G21 3PR,55.8910203,-4.2043983,2.142857143,£29.51,3,High,Mobile,1.9957142857142858
1832256187,Convenience Store ,Mobile Solution,2789,1400,£13.77,123 Sauchiehall Street,,Glasgow,G2 3DD,G2 3DD,55.864411,-4.2568128,2.142857143,£29.51,4,Low,Mobile,3.2913571428571435
1832260111,Convenience Store ,Mobile Solution,1016,1400,£13.77,1158 Shettleston Road,Kingco,Glasgow,G32 7PQ,G32 7PQ,55.8514719,-4.1677445,2.142857143,£29.51,9,Low,Mobile,1.8982857142857146
1832226702,Convenience Store ,Mobile Solution,1464,1400,£13.77,997 Tollcross Road,,Glasgow,G32 8UU,G32 8UU,55.8440337,-4.1741829,2.142857143,£29.51,6,Medium,Mobile,2.2502857142857144
1832256148,Convenience Store ,Mobile Solution,5471,1400,£13.77,63 Cumbernauld Road,Stepps,Glasgow,G33 6HZ,G33 6HZ,55.893765,-4.1353974,2.142857143,£29.51,2,Low,Mobile+Robots,5.398642857142858
1832256150,Convenience Store ,Mobile Solution,2827,1400,£13.77,West End,Glasgow Park,Glasgow,G3 7PQ,G3 7PQ,55.8660362,-4.2730016,2.142857143,£29.51,7,Medium,Mobile,3.321214285714286
1832273012,Convenience Store ,Mobile Solution,9711,1400,£13.77,102 Battlefield Road,,Glasgow,G42 9JN,G42 9JN,55.8268891,-4.2665657,2.142857143,£29.51,2,Medium,Fixed,8.730071429
1832216757,Convenience Store ,Mobile Solution,6956,1400,£13.77,390-400 Paisley Road West,Ibrox,Glasgow,G51 1BG,G51 1BG,55.8519403,-4.2954567,2.142857143,£29.51,2,Low,Mobile+Robots,6.565428571428572
1832203098,Convenience Store ,Mobile Solution,1089,1400,£13.77,1517 Paisley Road West,Cardonald,Glasgow,G52 1SH,G52 1SH,55.8462352,-4.3321182,2.142857143,£29.51,1,High,Mobile,1.9556428571428572
1832211533,Convenience Store ,Mobile Solution,5815,1400,£13.77,123-133 Thurston Road,Hillington,Glasgow,G52 2AZ,G52 2AZ,55.8507626,-4.3572333,2.142857143,£29.51,3,Low,Mobile+Robots,5.668928571428572
1832219908,Convenience Store ,Mobile Solution,3851,1400,£13.77,20-24 Braidcraft Terrace,Pollock,Glasgow,G53 5EB,G53 5EB,55.8313194,-4.3390339,2.142857143,£29.51,6,Low,Mobile+Robots,4.125785714285715
1832219880,Convenience Store ,Mobile Solution,3843,1400,£13.77,57-59 Stockiemuir Avenue,Bearsden,Glasgow,G61 3JJ,G61 3JJ,55.9307618,-4.3359623,2.142857143,£29.51,8,Medium,Mobile+Robots,4.1195
1832216734,Convenience Store ,Mobile Solution,7543,1400,£13.77,3 Station Road,Bearsden,Glasgow,G61 4AN,G61 4AN,55.9168408,-4.3326121,2.142857143,£29.51,9,Low,Fixed,7.026642857142857
1832219910,Convenience Store ,Mobile Solution,6901,1400,£13.77,137-145 Buchanan Street,Balfron,Glasgow,G63 0TF,G63 0TF,56.0709429,-4.3371786,2.142857143,£29.51,7,Medium,Mobile+Robots,6.522214285714286
1832196791,Convenience Store ,Mobile Solution,1969,1400,£13.77,13 Mugdock Road,Strathblane,Glasgow,G63 9EJ,G63 9EJ,55.9835558,-4.3062821,2.142857143,£29.51,4,High,Mobile,2.6470714285714285
1832196168,Convenience Store ,Mobile Solution,2094,1400,£13.77,56 Main Street,Killearn,Glasgow,G63 9RH,G63 9RH,56.0417922,-4.3680401,2.142857143,£29.51,6,High,Mobile,2.745285714285714
1832203134,Convenience Store ,Mobile Solution,7124,1400,£13.77,Kirkintilloch Road,Lenzie,Glasgow,G66 4LD,G66 4LD,55.9237606,-4.1562065,2.142857143,£29.51,5,High,Fixed,6.697428571428572
1832200919,Convenience Store ,Mobile Solution,8347,1400,£13.77,20 Millerneuk Road,Lenzie,Glasgow,G66 5JD,G66 5JD,55.9209358,-4.1512322,2.142857143,£29.51,8,Low,Fixed,7.6583571428571435
1832260133,Convenience Store ,Mobile Solution,4195,1400,£13.77,45 Main Street,Lennoxtown,Glasgow,G66 7HA,G66 7HA,55.9747669,-4.2022888,2.142857143,£29.51,1,Medium,Mobile+Robots,4.396071428571429
1832196174,Convenience Store ,Mobile Solution,2404,1400,£13.77,Antermony Road,Milton of Campsie,Glasgow,G66 8DB,G66 8DB,55.9645095,-4.1602199,2.142857143,£29.51,1,High,Mobile,2.988857142857143
1832216759,Convenience Store ,Mobile Solution,7940,1400,£13.77,19 Blackwoods Crescent,Moodiesburn,Glasgow,G69 0EN,G69 0EN,55.9138589,-4.0835375,2.142857143,£29.51,6,Medium,Fixed,7.338571429
1832203100,Convenience Store ,Mobile Solution,5290,1400,£13.77,21 Barrachnie Road,Ballieston,Glasgow,G69 6HB,G69 6HB,55.8508503,-4.1328823,2.142857143,£29.51,2,Medium,Mobile+Robots,5.256428571428572
1832216761,Convenience Store ,Mobile Solution,4982,1400,£13.77,114 Cumbernauld Road,Muirhead,Glasgow,G69 9AA,G69 9AA,55.8999434,-4.1085601,2.142857143,£29.51,5,High,Mobile+Robots,5.014428571428572
1832219892,Convenience Store ,Mobile Solution,6555,1400,£13.77,16 Main Street,Bothwell,Glasgow,G71 8RD,G71 8RD,55.8023575,-4.0670278,2.142857143,£29.51,1,High,Mobile+Robots,6.250357142857143
1832192293,Convenience Store ,Mobile Solution,8954,1400,£13.77,Main Street,Rutherglen,Glasgow,G73 2HP,G73 2HP,55.8281802,-4.2114747,2.142857143,£29.51,7,Medium,Fixed,8.135285714285715
1832216797,Convenience Store ,Mobile Solution,5713,1400,£13.77,High Common Road,,Glasgow,G74 2AU,G74 2AU,55.7637761,-4.1515056,2.142857143,£29.51,1,High,Mobile+Robots,5.588785714285715
1832203088,Convenience Store ,Mobile Solution,4092,1400,£13.77,35 Main Street,East Kilbride,Glasgow,G74 4JU,G74 4JU,55.7663213,-4.1756568,2.142857143,£29.51,4,Medium,Mobile+Robots,4.315142857142858
1832220845,Convenience Store ,Mobile Solution,5159,1400,£13.77,17 Eaglesham Road,Clarkson,Glasgow,G76 7DH,G76 7DH,55.7841613,-4.2748977,2.142857143,£29.51,9,Medium,Mobile+Robots,5.153500000000001
1832260149,Convenience Store ,Mobile Solution,7308,1400,£13.77,86 Broom Road East,Newton Mearns,Glasgow,G77 5SR,G77 5SR,55.7756661,-4.3053696,2.142857143,£29.51,1,High,Fixed,6.8420000000000005
1832260153,Convenience Store ,Mobile Solution,8478,1400,£13.77,188 Harvie Avenue,Newton Mearns,Glasgow,G77 6TR,G77 6TR,55.7817055,-4.3377343,2.142857143,£29.51,4,Low,Fixed,7.761285714285715
1832194188,Convenience Store ,Mobile Solution,9476,1400,£13.77,60 Paisley Road,Barrhead,Glasgow,G78 1NN,G78 1NN,55.8068291,-4.3986866,2.142857143,£29.51,6,High,Fixed,8.545428571428571
1832233516,Convenience Store ,Mobile Solution,5933,1400,£13.77,115-119 Main Street,Neilston,Glasgow,G78 3NH,G78 3NH,55.7844151,-4.4265286,2.142857143,£29.51,6,Low,Mobile+Robots,5.761642857142858
1832220822,Convenience Store ,Mobile Solution,5926,1400,£13.77,Main Road,Cardross,Dumbarton,G82 5PD,G82 5PD,55.9645909,-4.6574143,2.142857143,£29.51,8,Medium,Mobile+Robots,5.756142857142858
1832200909,Convenience Store ,Mobile Solution,4969,1400,£13.77,Carrochan Road,Balloch,Alexandria,G83 8BW,G83 8BW,56.0020679,-4.5729046,2.142857143,£29.51,1,Medium,Mobile+Robots,5.004214285714286
1832224594,Convenience Store ,Mobile Solution,3965,1400,£13.77,The Clachan,Rosneath,Helensburgh,G84 0RF,G84 0RF,56.009765,-4.8019136,2.142857143,£29.51,7,Low,Mobile+Robots,4.215357142857143
1832211422,Convenience Store ,Mobile Solution,5319,1400,£13.77,Westbourne Road,Marsh,Huddersfield,HD1 4LG,HD1 4LG,53.6512049,-1.8069022,2.142857143,£29.51,1,Medium,Mobile+Robots,5.2792142857142865
1832219730,Convenience Store ,Mobile Solution,9975,1400,£13.77,Moorfield Shopping Centre,9 Park Road,Huddersfield,HD4 5RX,HD4 5RX,53.6384101,-1.8096375,2.142857143,£29.51,7,Low,Fixed,8.9375
1832220851,Convenience Store ,Mobile Solution,8108,1400,£13.77,819 Manchester Road,Milnsbridge,Huddersfield,HD4 5SX,HD4 5SX,53.6370838,-1.8303176,2.142857143,£29.51,3,Low,Fixed,7.4705714285714295
1832216769,Convenience Store ,Mobile Solution,4939,1400,£13.77,360 Meltham Road,Netherton,Huddersfield,HD4 7EH,HD4 7EH,53.6138102,-1.8158996,2.142857143,£29.51,8,Medium,Mobile+Robots,4.980642857142858
1832219728,Convenience Store ,Mobile Solution,1044,1400,£13.77,19 Northgate,Almondbury,Huddersfield,HD5 8RX,HD5 8RX,53.6338758,-1.7485927,2.142857143,£29.51,3,Low,Mobile,1.9202857142857142
1832219894,Convenience Store ,Mobile Solution,2810,1400,£13.77,89-95 Highfield Road,Rastrick,Brighouse,HD6 3JA,HD6 3JA,53.6920096,-1.8003411,2.142857143,£29.51,1,High,Mobile,3.3078571428571433
1832202899,Convenience Store ,Mobile Solution,5566,1400,£13.77,119 Town End,Golcar,Huddersfield,HD7 4QA,HD7 4QA,53.6393109,-1.8565196,2.142857143,£29.51,8,High,Mobile+Robots,5.473285714285715
1832193439,Convenience Store ,Mobile Solution,2909,1400,£13.77,Lewisham Road,Slaithwaite,Huddersfield,HD7 5AL,HD7 5AL,53.6230326,-1.8805679,2.142857143,£29.51,3,Medium,Mobile,3.3856428571428574
1832220724,Convenience Store ,Mobile Solution,7364,1400,£13.77,Peel Street,Marsden,Huddersfield,HD7 6BR,HD7 6BR,53.6014351,-1.9271099,2.142857143,£29.51,2,Medium,Fixed,6.886
1832256160,Convenience Store ,Mobile Solution,3581,1400,£13.77,64 North Road,Kirkburton,Huddersfield,HD8 0QH,HD8 0QH,53.6133667,-1.705953,2.142857143,£29.51,1,Low,Mobile+Robots,3.9136428571428574
1832202895,Convenience Store ,Mobile Solution,1691,1400,£13.77,38 Commercial Road,Skelmanthorpe,Huddersfield,HD8 9DA,HD8 9DA,53.5916381,-1.6507948,2.142857143,£29.51,3,Low,Mobile,2.428642857142857
1832159164,Convenience Store ,Mobile Solution,1931,1400,£13.77,18-24 Huddersfield Road,Meltham,Holmfirth,HD9 4AE,HD9 4AE,53.5919532,-1.8499864,2.142857143,£29.51,2,Low,Mobile,2.617214285714286
1832220722,Convenience Store ,Mobile Solution,8910,1400,£13.77,18 Westgate,Honley,Holmfirth,HD9 6AA,HD9 6AA,53.6036249,-1.792732,2.142857143,£29.51,2,Low,Fixed,8.100714285714286
1832220849,Convenience Store ,Mobile Solution,7382,1400,£13.77,Somerfield Service Station,Huddersfield Road,Holmfirth,HD9 6LT,HD9 6LT,53.6100053,-1.786897,2.142857143,£29.51,6,High,Fixed,6.900142857142858
1832211545,Convenience Store ,Mobile Solution,4406,1400,£13.77,Market Street,,Holmfirth,HD9 7AX,HD9 7AX,53.5725741,-1.7845476,2.142857143,£29.51,1,High,Mobile+Robots,4.561857142857143
1832211541,Convenience Store ,Mobile Solution,9339,1400,£13.77,Ripon Road,,Harrogate,HG1 2BS,HG1 2BS,54.0049535,-1.5489719,2.142857143,£29.51,2,Medium,Fixed,8.437785714285715
1832260155,Convenience Store ,Mobile Solution,2032,1400,£13.77,Skipton Road,,Harrogate,HG1 3DP,HG1 3DP,54.0068321,-1.5371878,2.142857143,£29.51,6,Low,Mobile,2.696571428571429
1832225278,Convenience Store ,Mobile Solution,2311,1400,£13.77,50 Otley Road,Harlow Hill,Harrogate,HG2 0DX,HG2 0DX,53.9835525,-1.5486537,2.142857143,£29.51,3,Low,Mobile,2.9157857142857146
1832211566,Convenience Store ,Mobile Solution,9579,1400,£13.77,High Street,Starbeck,Harrogate,HG2 7JE,HG2 7JE,53.9986541,-1.4992327,2.142857143,£29.51,4,Medium,Fixed,8.626357142857144
1832253083,Convenience Store ,Mobile Solution,4121,1400,£13.77,73 Leeds Road,,Harrogate,HG2 8BE,HG2 8BE,53.9779058,-1.5338945,2.142857143,£29.51,1,Low,Mobile+Robots,4.337928571428572
1832203110,Convenience Store ,Mobile Solution,2873,1400,£13.77,44 St. Winifreds Ave West,,Harrogate,HG2 8LS,HG2 8LS,53.9910044,-1.5210281,2.142857143,£29.51,8,Low,Mobile,3.357357142857143
1832256152,Convenience Store ,Mobile Solution,7781,1400,£13.77,Station Road,Pannal,Harrogate,HG3 1JN,HG3 1JN,53.9590759,-1.5337389,2.142857143,£29.51,7,Low,Fixed,7.213642857142858
1832200923,Convenience Store ,Mobile Solution,4748,1400,£13.77,Jennyfield Drive,,Harrogate,HG3 2XQ,HG3 2XQ,54.0031343,-1.567528,2.142857143,£29.51,7,Low,Mobile+Robots,4.830571428571429
1832216791,Convenience Store ,Mobile Solution,1277,1400,£13.77,Harrogate Road,,Ripon,HG4 2SD,HG4 2SD,54.120987,-1.5266162,2.142857143,£29.51,3,Low,Mobile,2.103357142857143
1832260165,Convenience Store ,Mobile Solution,2859,1400,£13.77,1 Leyburn Road,Masham,Ripon,HG4 4ER,HG4 4ER,54.2235754,-1.6594031,2.142857143,£29.51,3,Medium,Mobile,3.3463571428571433
1832162160,Convenience Store ,Mobile Solution,6929,1400,£13.77,108 Boroughbridge Road,,Knaresborough,HG5 0NG,HG5 0NG,54.0117009,-1.4690606,2.142857143,£29.51,2,Low,Mobile+Robots,6.544214285714285
1832230217,Convenience Store ,Mobile Solution,7792,1400,£13.77,Wetherby Road,,Knaresborough,HG5 8LH,HG5 8LH,54.0024058,-1.4506272,2.142857143,£29.51,1,Medium,Fixed,7.222285714285715
1832260115,Convenience Store ,Mobile Solution,5713,1400,£13.77,52 Long Chaulden,,Hemel Hempstead,HP1 2HX,HP1 2HX,51.7497463,-0.5011962,2.142857143,£29.51,7,Low,Mobile+Robots,5.588785714285715
1832167299,Convenience Store ,Mobile Solution,5675,1400,£13.77,22 Stoneycroft,,Hemel Hempstead,HP1 2QE,HP1 2QE,51.7563194,-0.4941545,2.142857143,£29.51,7,High,Mobile+Robots,5.558928571428572
1832225901,Convenience Store ,Mobile Solution,2170,1400,£13.77,312 Main Road,Walters Ash,High Wycombe,HP14 4TH,HP14 4TH,51.673653,-0.788758,2.142857143,£29.51,2,High,Mobile,2.805
1832224586,Convenience Store ,Mobile Solution,9681,1400,£13.77,Station Approach,,Great Missenden,HP16 9AZ,HP16 9AZ,51.7042987,-0.7086335,2.142857143,£29.51,7,High,Fixed,8.7065
1832219878,Convenience Store ,Mobile Solution,6308,1400,£13.77,Jansel Square,Bedgrove,Aylesbury,HP21 7ET,HP21 7ET,51.8065891,-0.7845437,2.142857143,£29.51,8,High,Mobile+Robots,6.056285714285714
1832189223,Convenience Store ,Mobile Solution,3462,1400,£13.77,Hannon Road,,Aylesbury,HP21 8TJ,HP21 8TJ,51.8019699,-0.8219272,2.142857143,£29.51,1,Medium,Mobile+Robots,3.8201428571428573
1832187441,Convenience Store ,Mobile Solution,1287,1400,£13.77,2-4 Silk Mill Way,,Tring,HP23 5EP,HP23 5EP,51.7998171,-0.6594098,2.142857143,£29.51,9,Medium,Mobile,2.111214285714286
1832196166,Convenience Store ,Mobile Solution,6953,1400,£13.77,46-48 The Queens Square,Adeyfield,Hemel Hempstead,HP2 4ES,HP2 4ES,51.7560613,-0.4521453,2.142857143,£29.51,7,Low,Mobile+Robots,6.563071428571429
1832230238,Convenience Store ,Mobile Solution,5282,1400,£13.77,11 Bell Street,,Princes Risborough,HP27 0DZ,HP27 0DZ,51.7197701,-0.8348632,2.142857143,£29.51,3,High,Mobile+Robots,5.2501428571428574
1832194209,Convenience Store ,Mobile Solution,2907,1400,£13.77,Redbourn Road,Cupid Green,Hemel Hempstead,HP2 7BA,HP2 7BA,51.7722199,-0.4460266,2.142857143,£29.51,8,Medium,Mobile,3.384071428571429
1832185587,Convenience Store ,Mobile Solution,2161,1400,£13.77,42 High Street,Bovingdon,Hemel Hempstead,HP3 0HJ,HP3 0HJ,51.7227558,-0.5321448,2.142857143,£29.51,7,Low,Mobile,2.7979285714285718
1832220828,Convenience Store ,Mobile Solution,1129,1400,£13.77,12 High Street,,Chalfont St. Giles,HP8 4QA,HP8 4QA,51.6327022,-0.5695593,2.142857143,£29.51,8,Low,Mobile,1.9870714285714288
1832214922,Convenience Store ,Mobile Solution,7337,1400,£13.77,37 Cromwell Street,,Stornoway,HS1 2DD,HS1 2DD,58.2094446,-6.3884012,2.142857143,£29.51,6,Medium,Fixed,6.8647857142857145
1832214942,Convenience Store ,Mobile Solution,3363,1400,£13.77,Sollas,North Uist,Lochmaddy,HS6 5BS,HS6 5BS,57.6500755,-7.3444542,2.142857143,£29.51,9,High,Mobile+Robots,3.742357142857143
1832214972,Convenience Store ,Mobile Solution,9151,1400,£13.77,Creagorry,,Isle of Benbecula,HS7 5PG,HS7 5PG,57.4138707,-7.3358817,2.142857143,£29.51,5,Low,Fixed,8.290071428571428
